time_arrival,time_departure,created_at,schedule_id,station_route_id,updated_at,description,direction
11:52:00,11:53:00,2025-07-21 11:34:48.907009,194,12,2025-07-21 11:34:48.907009,Chuyến đi lúc 11:30 - Trạm,forward
11:54:00,11:55:00,2025-07-21 11:34:49.219008,195,13,2025-07-21 11:34:49.219008,Chuyến đi lúc 11:30 - Trạm,forward
11:56:00,11:57:00,2025-07-21 11:34:49.588817,196,14,2025-07-21 11:34:49.588817,Chuyến đi lúc 11:30 - Trạm,forward
12:00:00,12:01:00,2025-07-21 11:34:49.888976,197,1,2025-07-21 11:34:49.888976,Chuyến đi lúc 12:00 - Trạm,forward
12:02:00,12:03:00,2025-07-21 11:34:50.251704,198,2,2025-07-21 11:34:50.251704,Chuyến đi lúc 12:00 - Trạm,forward
12:04:00,12:05:00,2025-07-21 11:34:50.56674,199,3,2025-07-21 11:34:50.56674,Chuyến đi lúc 12:00 - Trạm,forward
12:06:00,12:07:00,2025-07-21 11:34:50.920372,200,4,2025-07-21 11:34:50.920372,Chuyến đi lúc 12:00 - Trạm,forward
12:08:00,12:09:00,2025-07-21 11:34:51.159958,201,5,2025-07-21 11:34:51.159958,Chuyến đi lúc 12:00 - Trạm,forward
12:10:00,12:11:00,2025-07-21 11:34:51.465149,202,6,2025-07-21 11:34:51.465149,Chuyến đi lúc 12:00 - Trạm,forward
12:12:00,12:13:00,2025-07-21 11:34:51.841624,203,7,2025-07-21 11:34:51.841624,Chuyến đi lúc 12:00 - Trạm,forward
12:14:00,12:15:00,2025-07-21 11:34:52.094838,204,8,2025-07-21 11:34:52.094838,Chuyến đi lúc 12:00 - Trạm,forward
12:16:00,12:17:00,2025-07-21 11:34:52.361808,205,9,2025-07-21 11:34:52.361808,Chuyến đi lúc 12:00 - Trạm,forward
12:18:00,12:19:00,2025-07-21 11:34:52.872183,206,10,2025-07-21 11:34:52.872183,Chuyến đi lúc 12:00 - Trạm,forward
12:20:00,12:21:00,2025-07-21 11:34:53.524835,207,11,2025-07-21 11:34:53.524835,Chuyến đi lúc 12:00 - Trạm,forward
12:22:00,12:23:00,2025-07-21 11:34:54.083998,208,12,2025-07-21 11:34:54.083998,Chuyến đi lúc 12:00 - Trạm,forward
12:24:00,12:25:00,2025-07-21 11:34:54.455363,209,13,2025-07-21 11:34:54.455363,Chuyến đi lúc 12:00 - Trạm,forward
12:26:00,12:27:00,2025-07-21 11:34:55.012316,210,14,2025-07-21 11:34:55.012316,Chuyến đi lúc 12:00 - Trạm,forward
12:30:00,12:31:00,2025-07-21 11:34:55.773237,211,1,2025-07-21 11:34:55.773237,Chuyến đi lúc 12:30 - Trạm,forward
12:32:00,12:33:00,2025-07-21 11:34:56.56028,212,2,2025-07-21 11:34:56.56028,Chuyến đi lúc 12:30 - Trạm,forward
12:34:00,12:35:00,2025-07-21 11:34:57.301827,213,3,2025-07-21 11:34:57.301827,Chuyến đi lúc 12:30 - Trạm,forward
12:36:00,12:37:00,2025-07-21 11:34:58.217589,214,4,2025-07-21 11:34:58.217589,Chuyến đi lúc 12:30 - Trạm,forward
12:38:00,12:39:00,2025-07-21 11:34:58.712859,215,5,2025-07-21 11:34:58.712859,Chuyến đi lúc 12:30 - Trạm,forward
12:40:00,12:41:00,2025-07-21 11:34:59.544166,216,6,2025-07-21 11:34:59.544166,Chuyến đi lúc 12:30 - Trạm,forward
12:42:00,12:43:00,2025-07-21 11:35:00.033058,217,7,2025-07-21 11:35:00.033058,Chuyến đi lúc 12:30 - Trạm,forward
12:44:00,12:45:00,2025-07-21 11:35:00.33701,218,8,2025-07-21 11:35:00.33701,Chuyến đi lúc 12:30 - Trạm,forward
12:46:00,12:47:00,2025-07-21 11:35:00.850166,219,9,2025-07-21 11:35:00.850166,Chuyến đi lúc 12:30 - Trạm,forward
12:48:00,12:49:00,2025-07-21 11:35:01.381483,220,10,2025-07-21 11:35:01.381483,Chuyến đi lúc 12:30 - Trạm,forward
12:50:00,12:51:00,2025-07-21 11:35:01.62046,221,11,2025-07-21 11:35:01.62046,Chuyến đi lúc 12:30 - Trạm,forward
12:52:00,12:53:00,2025-07-21 11:35:02.096204,222,12,2025-07-21 11:35:02.096204,Chuyến đi lúc 12:30 - Trạm,forward
12:54:00,12:55:00,2025-07-21 11:35:02.852658,223,13,2025-07-21 11:35:02.852658,Chuyến đi lúc 12:30 - Trạm,forward
12:56:00,12:57:00,2025-07-21 11:35:06.729003,224,14,2025-07-21 11:35:06.729003,Chuyến đi lúc 12:30 - Trạm,forward
13:00:00,13:01:00,2025-07-21 11:35:07.432628,225,1,2025-07-21 11:35:07.432628,Chuyến đi lúc 13:00 - Trạm,forward
13:02:00,13:03:00,2025-07-21 11:35:08.030358,226,2,2025-07-21 11:35:08.030358,Chuyến đi lúc 13:00 - Trạm,forward
13:04:00,13:05:00,2025-07-21 11:35:08.435702,227,3,2025-07-21 11:35:08.435702,Chuyến đi lúc 13:00 - Trạm,forward
13:06:00,13:07:00,2025-07-21 11:35:08.679474,228,4,2025-07-21 11:35:08.679474,Chuyến đi lúc 13:00 - Trạm,forward
13:08:00,13:09:00,2025-07-21 11:35:08.937504,229,5,2025-07-21 11:35:08.937504,Chuyến đi lúc 13:00 - Trạm,forward
13:10:00,13:11:00,2025-07-21 11:35:09.368612,230,6,2025-07-21 11:35:09.368612,Chuyến đi lúc 13:00 - Trạm,forward
13:12:00,13:13:00,2025-07-21 11:35:09.767355,231,7,2025-07-21 11:35:09.767355,Chuyến đi lúc 13:00 - Trạm,forward
13:14:00,13:15:00,2025-07-21 11:35:10.392916,232,8,2025-07-21 11:35:10.392916,Chuyến đi lúc 13:00 - Trạm,forward
13:16:00,13:17:00,2025-07-21 11:35:10.809402,233,9,2025-07-21 11:35:10.809402,Chuyến đi lúc 13:00 - Trạm,forward
13:18:00,13:19:00,2025-07-21 11:35:11.214626,234,10,2025-07-21 11:35:11.214626,Chuyến đi lúc 13:00 - Trạm,forward
13:20:00,13:21:00,2025-07-21 11:35:11.724341,235,11,2025-07-21 11:35:11.724341,Chuyến đi lúc 13:00 - Trạm,forward
13:22:00,13:23:00,2025-07-21 11:35:12.427159,236,12,2025-07-21 11:35:12.427159,Chuyến đi lúc 13:00 - Trạm,forward
13:24:00,13:25:00,2025-07-21 11:35:12.85035,237,13,2025-07-21 11:35:12.85035,Chuyến đi lúc 13:00 - Trạm,forward
13:26:00,13:27:00,2025-07-21 11:35:13.297813,238,14,2025-07-21 11:35:13.297813,Chuyến đi lúc 13:00 - Trạm,forward
13:30:00,13:31:00,2025-07-21 11:35:13.867612,239,1,2025-07-21 11:35:13.867612,Chuyến đi lúc 13:30 - Trạm,forward
13:32:00,13:33:00,2025-07-21 11:35:14.363001,240,2,2025-07-21 11:35:14.363001,Chuyến đi lúc 13:30 - Trạm,forward
13:34:00,13:35:00,2025-07-21 11:35:14.784067,241,3,2025-07-21 11:35:14.784067,Chuyến đi lúc 13:30 - Trạm,forward
13:36:00,13:37:00,2025-07-21 11:35:15.187544,242,4,2025-07-21 11:35:15.187544,Chuyến đi lúc 13:30 - Trạm,forward
13:38:00,13:39:00,2025-07-21 11:35:15.50584,243,5,2025-07-21 11:35:15.50584,Chuyến đi lúc 13:30 - Trạm,forward
13:40:00,13:41:00,2025-07-21 11:35:15.942564,244,6,2025-07-21 11:35:15.942564,Chuyến đi lúc 13:30 - Trạm,forward
13:42:00,13:43:00,2025-07-21 11:35:16.25407,245,7,2025-07-21 11:35:16.25407,Chuyến đi lúc 13:30 - Trạm,forward
13:44:00,13:45:00,2025-07-21 11:35:16.567652,246,8,2025-07-21 11:35:16.567652,Chuyến đi lúc 13:30 - Trạm,forward
13:46:00,13:47:00,2025-07-21 11:35:16.861536,247,9,2025-07-21 11:35:16.861536,Chuyến đi lúc 13:30 - Trạm,forward
13:48:00,13:49:00,2025-07-21 11:35:17.34386,248,10,2025-07-21 11:35:17.34386,Chuyến đi lúc 13:30 - Trạm,forward
13:50:00,13:51:00,2025-07-21 11:35:17.64925,249,11,2025-07-21 11:35:17.64925,Chuyến đi lúc 13:30 - Trạm,forward
13:52:00,13:53:00,2025-07-21 11:35:18.073125,250,12,2025-07-21 11:35:18.073125,Chuyến đi lúc 13:30 - Trạm,forward
13:54:00,13:55:00,2025-07-21 11:35:18.404185,251,13,2025-07-21 11:35:18.404185,Chuyến đi lúc 13:30 - Trạm,forward
13:56:00,13:57:00,2025-07-21 11:35:18.709489,252,14,2025-07-21 11:35:18.709489,Chuyến đi lúc 13:30 - Trạm,forward
14:00:00,14:01:00,2025-07-21 11:35:18.982898,253,1,2025-07-21 11:35:18.982898,Chuyến đi lúc 14:00 - Trạm,forward
14:02:00,14:03:00,2025-07-21 11:35:19.425464,254,2,2025-07-21 11:35:19.425464,Chuyến đi lúc 14:00 - Trạm,forward
14:04:00,14:05:00,2025-07-21 11:35:20.648093,255,3,2025-07-21 11:35:20.648093,Chuyến đi lúc 14:00 - Trạm,forward
14:06:00,14:07:00,2025-07-21 11:35:21.24435,256,4,2025-07-21 11:35:21.24435,Chuyến đi lúc 14:00 - Trạm,forward
14:08:00,14:09:00,2025-07-21 11:35:21.95295,257,5,2025-07-21 11:35:21.95295,Chuyến đi lúc 14:00 - Trạm,forward
14:10:00,14:11:00,2025-07-21 11:35:22.766975,258,6,2025-07-21 11:35:22.766975,Chuyến đi lúc 14:00 - Trạm,forward
14:12:00,14:13:00,2025-07-21 11:35:23.383873,259,7,2025-07-21 11:35:23.383873,Chuyến đi lúc 14:00 - Trạm,forward
14:14:00,14:15:00,2025-07-21 11:35:24.242672,260,8,2025-07-21 11:35:24.242672,Chuyến đi lúc 14:00 - Trạm,forward
14:16:00,14:17:00,2025-07-21 11:35:25.442191,261,9,2025-07-21 11:35:25.442191,Chuyến đi lúc 14:00 - Trạm,forward
14:18:00,14:19:00,2025-07-21 11:35:26.361819,262,10,2025-07-21 11:35:26.361819,Chuyến đi lúc 14:00 - Trạm,forward
14:20:00,14:21:00,2025-07-21 11:35:26.75723,263,11,2025-07-21 11:35:26.75723,Chuyến đi lúc 14:00 - Trạm,forward
14:22:00,14:23:00,2025-07-21 11:35:27.610561,264,12,2025-07-21 11:35:27.610561,Chuyến đi lúc 14:00 - Trạm,forward
14:24:00,14:25:00,2025-07-21 11:35:28.205684,265,13,2025-07-21 11:35:28.205684,Chuyến đi lúc 14:00 - Trạm,forward
14:26:00,14:27:00,2025-07-21 11:35:29.128814,266,14,2025-07-21 11:35:29.128814,Chuyến đi lúc 14:00 - Trạm,forward
14:30:00,14:31:00,2025-07-21 11:35:30.380053,267,1,2025-07-21 11:35:30.380053,Chuyến đi lúc 14:30 - Trạm,forward
14:32:00,14:33:00,2025-07-21 11:35:30.97652,268,2,2025-07-21 11:35:30.97652,Chuyến đi lúc 14:30 - Trạm,forward
14:34:00,14:35:00,2025-07-21 11:35:31.888608,269,3,2025-07-21 11:35:31.888608,Chuyến đi lúc 14:30 - Trạm,forward
14:36:00,14:37:00,2025-07-21 11:35:33.152659,270,4,2025-07-21 11:35:33.152659,Chuyến đi lúc 14:30 - Trạm,forward
14:38:00,14:39:00,2025-07-21 11:35:34.077752,271,5,2025-07-21 11:35:34.077752,Chuyến đi lúc 14:30 - Trạm,forward
14:40:00,14:41:00,2025-07-21 11:35:34.440299,272,6,2025-07-21 11:35:34.440299,Chuyến đi lúc 14:30 - Trạm,forward
14:42:00,14:43:00,2025-07-21 11:35:34.854112,273,7,2025-07-21 11:35:34.854112,Chuyến đi lúc 14:30 - Trạm,forward
14:44:00,14:45:00,2025-07-21 11:35:35.29643,274,8,2025-07-21 11:35:35.29643,Chuyến đi lúc 14:30 - Trạm,forward
14:46:00,14:47:00,2025-07-21 11:35:35.572093,275,9,2025-07-21 11:35:35.572093,Chuyến đi lúc 14:30 - Trạm,forward
14:48:00,14:49:00,2025-07-21 11:35:35.92251,276,10,2025-07-21 11:35:35.92251,Chuyến đi lúc 14:30 - Trạm,forward
14:50:00,14:51:00,2025-07-21 11:35:36.290527,277,11,2025-07-21 11:35:36.290527,Chuyến đi lúc 14:30 - Trạm,forward
14:52:00,14:53:00,2025-07-21 11:35:36.589772,278,12,2025-07-21 11:35:36.589772,Chuyến đi lúc 14:30 - Trạm,forward
14:54:00,14:55:00,2025-07-21 11:35:36.997816,279,13,2025-07-21 11:35:36.997816,Chuyến đi lúc 14:30 - Trạm,forward
14:56:00,14:57:00,2025-07-21 11:35:37.253681,280,14,2025-07-21 11:35:37.253681,Chuyến đi lúc 14:30 - Trạm,forward
15:00:00,15:01:00,2025-07-21 11:35:37.558295,281,1,2025-07-21 11:35:37.558295,Chuyến đi lúc 15:00 - Trạm,forward
15:02:00,15:03:00,2025-07-21 11:35:37.871649,282,2,2025-07-21 11:35:37.871649,Chuyến đi lúc 15:00 - Trạm,forward
15:04:00,15:05:00,2025-07-21 11:35:38.122021,283,3,2025-07-21 11:35:38.122021,Chuyến đi lúc 15:00 - Trạm,forward
15:06:00,15:07:00,2025-07-21 11:35:38.43481,284,4,2025-07-21 11:35:38.43481,Chuyến đi lúc 15:00 - Trạm,forward
15:08:00,15:09:00,2025-07-21 11:35:38.697286,285,5,2025-07-21 11:35:38.697286,Chuyến đi lúc 15:00 - Trạm,forward
15:10:00,15:11:00,2025-07-21 11:35:38.974986,286,6,2025-07-21 11:35:38.974986,Chuyến đi lúc 15:00 - Trạm,forward
15:12:00,15:13:00,2025-07-21 11:35:39.349866,287,7,2025-07-21 11:35:39.349866,Chuyến đi lúc 15:00 - Trạm,forward
15:14:00,15:15:00,2025-07-21 11:35:39.882009,288,8,2025-07-21 11:35:39.882009,Chuyến đi lúc 15:00 - Trạm,forward
15:16:00,15:17:00,2025-07-21 11:35:40.295227,289,9,2025-07-21 11:35:40.295227,Chuyến đi lúc 15:00 - Trạm,forward
15:18:00,15:19:00,2025-07-21 11:35:40.890531,290,10,2025-07-21 11:35:40.890531,Chuyến đi lúc 15:00 - Trạm,forward
15:20:00,15:21:00,2025-07-21 11:35:41.400194,291,11,2025-07-21 11:35:41.400194,Chuyến đi lúc 15:00 - Trạm,forward
15:22:00,15:23:00,2025-07-21 11:35:41.807003,292,12,2025-07-21 11:35:41.807003,Chuyến đi lúc 15:00 - Trạm,forward
15:24:00,15:25:00,2025-07-21 11:35:42.114235,293,13,2025-07-21 11:35:42.114235,Chuyến đi lúc 15:00 - Trạm,forward
15:26:00,15:27:00,2025-07-21 11:35:42.374365,294,14,2025-07-21 11:35:42.374365,Chuyến đi lúc 15:00 - Trạm,forward
15:30:00,15:31:00,2025-07-21 11:35:42.638713,295,1,2025-07-21 11:35:42.638713,Chuyến đi lúc 15:30 - Trạm,forward
15:32:00,15:33:00,2025-07-21 11:35:42.94459,296,2,2025-07-21 11:35:42.94459,Chuyến đi lúc 15:30 - Trạm,forward
15:34:00,15:35:00,2025-07-21 11:35:43.306686,297,3,2025-07-21 11:35:43.306686,Chuyến đi lúc 15:30 - Trạm,forward
15:36:00,15:37:00,2025-07-21 11:35:43.664026,298,4,2025-07-21 11:35:43.664026,Chuyến đi lúc 15:30 - Trạm,forward
15:38:00,15:39:00,2025-07-21 11:35:44.188367,299,5,2025-07-21 11:35:44.188367,Chuyến đi lúc 15:30 - Trạm,forward
15:40:00,15:41:00,2025-07-21 11:35:44.584468,300,6,2025-07-21 11:35:44.584468,Chuyến đi lúc 15:30 - Trạm,forward
15:42:00,15:43:00,2025-07-21 11:35:44.926765,301,7,2025-07-21 11:35:44.926765,Chuyến đi lúc 15:30 - Trạm,forward
15:44:00,15:45:00,2025-07-21 11:35:45.196021,302,8,2025-07-21 11:35:45.196021,Chuyến đi lúc 15:30 - Trạm,forward
15:46:00,15:47:00,2025-07-21 11:35:45.426563,303,9,2025-07-21 11:35:45.426563,Chuyến đi lúc 15:30 - Trạm,forward
15:48:00,15:49:00,2025-07-21 11:35:45.797822,304,10,2025-07-21 11:35:45.797822,Chuyến đi lúc 15:30 - Trạm,forward
15:50:00,15:51:00,2025-07-21 11:35:46.161555,305,11,2025-07-21 11:35:46.161555,Chuyến đi lúc 15:30 - Trạm,forward
15:52:00,15:53:00,2025-07-21 11:35:46.427661,306,12,2025-07-21 11:35:46.427661,Chuyến đi lúc 15:30 - Trạm,forward
15:54:00,15:55:00,2025-07-21 11:35:46.775177,307,13,2025-07-21 11:35:46.775177,Chuyến đi lúc 15:30 - Trạm,forward
15:56:00,15:57:00,2025-07-21 11:35:47.031547,308,14,2025-07-21 11:35:47.031547,Chuyến đi lúc 15:30 - Trạm,forward
16:00:00,16:01:00,2025-07-21 11:35:47.439792,309,1,2025-07-21 11:35:47.439792,Chuyến đi lúc 16:00 - Trạm,forward
16:02:00,16:03:00,2025-07-21 11:35:47.753587,310,2,2025-07-21 11:35:47.753587,Chuyến đi lúc 16:00 - Trạm,forward
16:04:00,16:05:00,2025-07-21 11:35:48.376508,311,3,2025-07-21 11:35:48.376508,Chuyến đi lúc 16:00 - Trạm,forward
16:06:00,16:07:00,2025-07-21 11:35:48.772282,312,4,2025-07-21 11:35:48.772282,Chuyến đi lúc 16:00 - Trạm,forward
16:08:00,16:09:00,2025-07-21 11:35:49.139446,313,5,2025-07-21 11:35:49.139446,Chuyến đi lúc 16:00 - Trạm,forward
16:10:00,16:11:00,2025-07-21 11:35:49.525529,314,6,2025-07-21 11:35:49.525529,Chuyến đi lúc 16:00 - Trạm,forward
16:12:00,16:13:00,2025-07-21 11:35:49.910684,315,7,2025-07-21 11:35:49.910684,Chuyến đi lúc 16:00 - Trạm,forward
16:14:00,16:15:00,2025-07-21 11:35:50.414539,316,8,2025-07-21 11:35:50.414539,Chuyến đi lúc 16:00 - Trạm,forward
16:16:00,16:17:00,2025-07-21 11:35:50.916915,317,9,2025-07-21 11:35:50.916915,Chuyến đi lúc 16:00 - Trạm,forward
16:18:00,16:19:00,2025-07-21 11:35:51.22773,318,10,2025-07-21 11:35:51.22773,Chuyến đi lúc 16:00 - Trạm,forward
16:20:00,16:21:00,2025-07-21 11:35:51.651463,319,11,2025-07-21 11:35:51.651463,Chuyến đi lúc 16:00 - Trạm,forward
16:22:00,16:23:00,2025-07-21 11:35:52.000694,320,12,2025-07-21 11:35:52.000694,Chuyến đi lúc 16:00 - Trạm,forward
16:24:00,16:25:00,2025-07-21 11:35:52.461442,321,13,2025-07-21 11:35:52.461442,Chuyến đi lúc 16:00 - Trạm,forward
16:26:00,16:27:00,2025-07-21 11:35:52.763679,322,14,2025-07-21 11:35:52.763679,Chuyến đi lúc 16:00 - Trạm,forward
16:30:00,16:31:00,2025-07-21 11:35:53.063325,323,1,2025-07-21 11:35:53.063325,Chuyến đi lúc 16:30 - Trạm,forward
16:32:00,16:33:00,2025-07-21 11:35:53.276241,324,2,2025-07-21 11:35:53.276241,Chuyến đi lúc 16:30 - Trạm,forward
16:34:00,16:35:00,2025-07-21 11:35:53.699826,325,3,2025-07-21 11:35:53.699826,Chuyến đi lúc 16:30 - Trạm,forward
16:36:00,16:37:00,2025-07-21 11:35:54.002635,326,4,2025-07-21 11:35:54.002635,Chuyến đi lúc 16:30 - Trạm,forward
16:38:00,16:39:00,2025-07-21 11:35:54.404774,327,5,2025-07-21 11:35:54.404774,Chuyến đi lúc 16:30 - Trạm,forward
16:40:00,16:41:00,2025-07-21 11:35:54.711653,328,6,2025-07-21 11:35:54.711653,Chuyến đi lúc 16:30 - Trạm,forward
16:42:00,16:43:00,2025-07-21 11:35:55.222618,329,7,2025-07-21 11:35:55.222618,Chuyến đi lúc 16:30 - Trạm,forward
16:44:00,16:45:00,2025-07-21 11:35:55.834579,330,8,2025-07-21 11:35:55.834579,Chuyến đi lúc 16:30 - Trạm,forward
16:46:00,16:47:00,2025-07-21 11:35:56.247182,331,9,2025-07-21 11:35:56.247182,Chuyến đi lúc 16:30 - Trạm,forward
16:48:00,16:49:00,2025-07-21 11:35:56.792979,332,10,2025-07-21 11:35:56.792979,Chuyến đi lúc 16:30 - Trạm,forward
16:50:00,16:51:00,2025-07-21 11:35:57.268483,333,11,2025-07-21 11:35:57.268483,Chuyến đi lúc 16:30 - Trạm,forward
16:52:00,16:53:00,2025-07-21 11:35:58.195639,334,12,2025-07-21 11:35:58.195639,Chuyến đi lúc 16:30 - Trạm,forward
16:54:00,16:55:00,2025-07-21 11:35:59.114917,335,13,2025-07-21 11:35:59.114917,Chuyến đi lúc 16:30 - Trạm,forward
16:56:00,16:57:00,2025-07-21 11:36:00.284107,336,14,2025-07-21 11:36:00.284107,Chuyến đi lúc 16:30 - Trạm,forward
17:00:00,17:01:00,2025-07-21 11:36:00.657866,337,1,2025-07-21 11:36:00.657866,Chuyến đi lúc 17:00 - Trạm,forward
17:02:00,17:03:00,2025-07-21 11:36:01.059159,338,2,2025-07-21 11:36:01.059159,Chuyến đi lúc 17:00 - Trạm,forward
17:04:00,17:05:00,2025-07-21 11:36:01.470027,339,3,2025-07-21 11:36:01.470027,Chuyến đi lúc 17:00 - Trạm,forward
17:06:00,17:07:00,2025-07-21 11:36:02.02982,340,4,2025-07-21 11:36:02.02982,Chuyến đi lúc 17:00 - Trạm,forward
17:08:00,17:09:00,2025-07-21 11:36:02.391645,341,5,2025-07-21 11:36:02.391645,Chuyến đi lúc 17:00 - Trạm,forward
17:10:00,17:11:00,2025-07-21 11:36:02.899063,342,6,2025-07-21 11:36:02.899063,Chuyến đi lúc 17:00 - Trạm,forward
17:12:00,17:13:00,2025-07-21 11:36:03.20833,343,7,2025-07-21 11:36:03.20833,Chuyến đi lúc 17:00 - Trạm,forward
17:14:00,17:15:00,2025-07-21 11:36:03.725807,344,8,2025-07-21 11:36:03.725807,Chuyến đi lúc 17:00 - Trạm,forward
17:16:00,17:17:00,2025-07-21 11:36:04.128622,345,9,2025-07-21 11:36:04.128622,Chuyến đi lúc 17:00 - Trạm,forward
17:18:00,17:19:00,2025-07-21 11:36:04.757972,346,10,2025-07-21 11:36:04.757972,Chuyến đi lúc 17:00 - Trạm,forward
17:20:00,17:21:00,2025-07-21 11:36:05.368349,347,11,2025-07-21 11:36:05.368349,Chuyến đi lúc 17:00 - Trạm,forward
17:22:00,17:23:00,2025-07-21 11:36:06.181641,348,12,2025-07-21 11:36:06.181641,Chuyến đi lúc 17:00 - Trạm,forward
17:24:00,17:25:00,2025-07-21 11:36:07.218205,349,13,2025-07-21 11:36:07.218205,Chuyến đi lúc 17:00 - Trạm,forward
17:26:00,17:27:00,2025-07-21 11:36:08.177755,350,14,2025-07-21 11:36:08.177755,Chuyến đi lúc 17:00 - Trạm,forward
17:30:00,17:31:00,2025-07-21 11:36:08.661842,351,1,2025-07-21 11:36:08.661842,Chuyến đi lúc 17:30 - Trạm,forward
17:32:00,17:33:00,2025-07-21 11:36:09.098872,352,2,2025-07-21 11:36:09.098872,Chuyến đi lúc 17:30 - Trạm,forward
17:34:00,17:35:00,2025-07-21 11:36:09.692504,353,3,2025-07-21 11:36:09.692504,Chuyến đi lúc 17:30 - Trạm,forward
17:36:00,17:37:00,2025-07-21 11:36:10.196037,354,4,2025-07-21 11:36:10.196037,Chuyến đi lúc 17:30 - Trạm,forward
17:38:00,17:39:00,2025-07-21 11:36:10.599791,355,5,2025-07-21 11:36:10.599791,Chuyến đi lúc 17:30 - Trạm,forward
17:40:00,17:41:00,2025-07-21 11:36:11.003118,356,6,2025-07-21 11:36:11.003118,Chuyến đi lúc 17:30 - Trạm,forward
17:42:00,17:43:00,2025-07-21 11:36:11.513094,357,7,2025-07-21 11:36:11.513094,Chuyến đi lúc 17:30 - Trạm,forward
17:44:00,17:45:00,2025-07-21 11:36:11.94141,358,8,2025-07-21 11:36:11.94141,Chuyến đi lúc 17:30 - Trạm,forward
17:46:00,17:47:00,2025-07-21 11:36:12.445384,359,9,2025-07-21 11:36:12.445384,Chuyến đi lúc 17:30 - Trạm,forward
17:48:00,17:49:00,2025-07-21 11:36:12.738604,360,10,2025-07-21 11:36:12.738604,Chuyến đi lúc 17:30 - Trạm,forward
17:50:00,17:51:00,2025-07-21 11:36:13.083516,361,11,2025-07-21 11:36:13.083516,Chuyến đi lúc 17:30 - Trạm,forward
17:52:00,17:53:00,2025-07-21 11:36:13.455007,362,12,2025-07-21 11:36:13.455007,Chuyến đi lúc 17:30 - Trạm,forward
17:54:00,17:55:00,2025-07-21 11:36:13.81627,363,13,2025-07-21 11:36:13.81627,Chuyến đi lúc 17:30 - Trạm,forward
17:56:00,17:57:00,2025-07-21 11:36:14.283086,364,14,2025-07-21 11:36:14.283086,Chuyến đi lúc 17:30 - Trạm,forward
18:00:00,18:01:00,2025-07-21 11:36:14.591944,365,1,2025-07-21 11:36:14.591944,Chuyến đi lúc 18:00 - Trạm,forward
18:02:00,18:03:00,2025-07-21 11:36:14.778424,366,2,2025-07-21 11:36:14.778424,Chuyến đi lúc 18:00 - Trạm,forward
18:04:00,18:05:00,2025-07-21 11:36:15.043865,367,3,2025-07-21 11:36:15.043865,Chuyến đi lúc 18:00 - Trạm,forward
18:06:00,18:07:00,2025-07-21 11:36:15.512855,368,4,2025-07-21 11:36:15.512855,Chuyến đi lúc 18:00 - Trạm,forward
18:08:00,18:09:00,2025-07-21 11:36:16.226644,369,5,2025-07-21 11:36:16.226644,Chuyến đi lúc 18:00 - Trạm,forward
18:10:00,18:11:00,2025-07-21 11:36:16.551541,370,6,2025-07-21 11:36:16.551541,Chuyến đi lúc 18:00 - Trạm,forward
18:12:00,18:13:00,2025-07-21 11:36:16.951854,371,7,2025-07-21 11:36:16.951854,Chuyến đi lúc 18:00 - Trạm,forward
18:14:00,18:15:00,2025-07-21 11:36:17.361814,372,8,2025-07-21 11:36:17.361814,Chuyến đi lúc 18:00 - Trạm,forward
18:16:00,18:17:00,2025-07-21 11:36:17.862423,373,9,2025-07-21 11:36:17.862423,Chuyến đi lúc 18:00 - Trạm,forward
18:18:00,18:19:00,2025-07-21 11:36:18.16629,374,10,2025-07-21 11:36:18.16629,Chuyến đi lúc 18:00 - Trạm,forward
18:20:00,18:21:00,2025-07-21 11:36:18.87913,375,11,2025-07-21 11:36:18.87913,Chuyến đi lúc 18:00 - Trạm,forward
18:22:00,18:23:00,2025-07-21 11:36:19.188597,376,12,2025-07-21 11:36:19.188597,Chuyến đi lúc 18:00 - Trạm,forward
18:24:00,18:25:00,2025-07-21 11:36:19.617001,377,13,2025-07-21 11:36:19.617001,Chuyến đi lúc 18:00 - Trạm,forward
18:26:00,18:27:00,2025-07-21 11:36:20.013417,378,14,2025-07-21 11:36:20.013417,Chuyến đi lúc 18:00 - Trạm,forward
18:30:00,18:31:00,2025-07-21 11:36:20.430188,379,1,2025-07-21 11:36:20.430188,Chuyến đi lúc 18:30 - Trạm,forward
18:32:00,18:33:00,2025-07-21 11:36:20.839793,380,2,2025-07-21 11:36:20.839793,Chuyến đi lúc 18:30 - Trạm,forward
18:34:00,18:35:00,2025-07-21 11:36:21.338452,381,3,2025-07-21 11:36:21.338452,Chuyến đi lúc 18:30 - Trạm,forward
18:36:00,18:37:00,2025-07-21 11:36:21.860461,382,4,2025-07-21 11:36:21.860461,Chuyến đi lúc 18:30 - Trạm,forward
18:38:00,18:39:00,2025-07-21 11:36:22.262555,383,5,2025-07-21 11:36:22.262555,Chuyến đi lúc 18:30 - Trạm,forward
18:40:00,18:41:00,2025-07-21 11:36:22.714018,384,6,2025-07-21 11:36:22.714018,Chuyến đi lúc 18:30 - Trạm,forward
18:42:00,18:43:00,2025-07-21 11:36:23.324299,385,7,2025-07-21 11:36:23.324299,Chuyến đi lúc 18:30 - Trạm,forward
18:44:00,18:45:00,2025-07-21 11:36:23.798558,386,8,2025-07-21 11:36:23.798558,Chuyến đi lúc 18:30 - Trạm,forward
